Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Performance_Index,Risk_Level,Trend,Key_Insight,Recommendation
S4835,12,5.3,54,78.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4836,10,2.6,72,68.13,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4837,12,1.5,71,58.53,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4838,11,4.6,52,78.4,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4839,11,4.6,80,82.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4840,12,5.1,69,78.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4841,9,0.8,95,58.47,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4842,12,2.3,60,64.47,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4843,11,1.8,78,66.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4844,10,5.0,64,78.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4845,10,4.6,91,84.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4846,9,2.3,91,74.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4847,12,2.3,72,69.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4848,10,2.2,88,71.07,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4849,11,3.9,54,79.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4850,10,3.4,80,72.13,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4851,12,1.2,80,53.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4852,11,0.8,65,50.2,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4853,12,0.8,54,49.07,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4854,9,3.4,78,68.67,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4855,11,1.4,73,66.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4856,11,5.3,94,82.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4857,10,1.3,62,55.13,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4858,11,5.9,94,80.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4859,11,3.3,78,77.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4860,12,3.5,51,74.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4861,10,3.7,56,71.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4862,11,1.8,95,67.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4863,9,4.8,91,76.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4864,10,1.4,98,61.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4865,11,2.6,61,66.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4866,10,5.9,96,87.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S4867,10,5.5,70,78.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4868,12,1.5,55,43.2,High Risk,Stable,Poor study discipline is the primary cause of high academic risk and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4869,9,1.9,92,66.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4870,12,2.2,93,68.6,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4871,10,1.2,63,50.07,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4872,12,2.6,83,73.4,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4873,12,0.7,76,40.87,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4874,10,2.3,74,69.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4875,12,1.9,50,51.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4876,9,0.8,56,44.8,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4877,12,2.5,90,71.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4878,11,0.9,88,56.87,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4879,9,3.3,85,81.2,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4880,10,3.9,97,85.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4881,9,1.2,78,63.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4882,10,4.5,65,79.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4883,9,2.1,67,56.67,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4884,12,4.5,94,87.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4885,12,4.2,87,84.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4886,9,4.0,52,67.47,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4887,9,4.8,77,87.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4888,9,3.5,82,74.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4889,10,3.1,98,72.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4890,10,1.8,93,63.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4891,9,4.9,71,84.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4892,12,5.4,69,88.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4893,9,4.8,67,76.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4894,9,3.2,70,69.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4895,12,4.4,75,83.27,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S4896,9,1.5,82,48.2,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4897,10,1.4,72,51.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4898,12,0.6,54,44.0,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4899,9,2.3,94,70.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
