Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Study_Discipline_Score,Attendance_Score,Academic_Score,Performance_Index,Risk_Level,Difference,Trend
S4410,12,5.5,65,Yes,Yes,57,65,75,72,100.0,65,65.67,79.27,Low Risk,7.27,Improving
S4411,10,3.8,60,No,Yes,51,89,93,52,95.0,60,77.67,81.07,Low Risk,29.07,Improving
S4412,10,1.6,84,No,Yes,80,94,74,50,40.0,84,82.67,65.87,Low Risk,15.87,Improving
S4413,12,3.2,81,Yes,No,80,70,81,84,80.0,81,77.0,79.0,Low Risk,-5.0,Declining
S4414,10,5.7,78,Yes,No,84,82,49,64,100.0,78,71.67,84.27,Low Risk,20.27,Improving
S4415,10,2.0,67,Yes,No,35,73,73,61,50.0,67,60.33,57.53,Medium Risk,-3.47,Stable
S4416,9,2.4,61,Yes,Yes,66,69,63,92,60.0,61,66.0,62.6,Medium Risk,-29.4,Declining
S4417,10,5.8,79,Yes,Yes,93,48,95,40,100.0,79,78.67,87.27,Low Risk,47.27,Improving
S4418,10,0.9,61,No,Yes,56,37,66,78,22.5,61,53.0,42.4,High Risk,-35.6,Declining
S4419,12,5.9,79,Yes,Yes,40,39,59,47,100.0,79,46.0,74.2,Low Risk,27.2,Improving
S4420,9,4.2,93,No,No,41,60,51,53,100.0,93,50.67,78.87,Low Risk,25.87,Improving
S4421,12,2.1,92,Yes,Yes,38,92,36,54,52.5,92,55.33,61.53,Medium Risk,7.53,Improving
S4422,12,1.6,68,No,Yes,85,44,41,43,40.0,68,56.67,52.27,Medium Risk,9.27,Improving
S4423,11,3.4,85,No,Yes,66,90,44,70,85.0,85,66.67,77.67,Low Risk,7.67,Improving
S4424,9,2.5,68,Yes,No,45,44,97,54,62.5,68,62.0,63.4,Medium Risk,9.4,Improving
S4425,9,4.8,73,No,No,37,89,83,41,100.0,73,69.67,82.47,Low Risk,41.47,Improving
S4426,10,5.1,67,No,No,94,57,61,49,100.0,67,70.67,81.67,Low Risk,32.67,Improving
S4427,11,2.4,83,No,Yes,50,94,44,92,60.0,83,62.67,65.67,Low Risk,-26.33,Declining
S4428,9,2.7,82,No,Yes,62,60,43,48,67.5,82,55.0,65.4,Low Risk,17.4,Improving
S4429,9,5.7,63,No,No,44,39,66,69,100.0,63,49.67,72.47,Low Risk,3.47,Stable
S4430,11,1.1,68,Yes,No,45,61,80,49,27.500000000000004,68,62.0,49.4,Medium Risk,0.4,Stable
S4431,10,2.3,56,No,No,41,79,38,42,57.49999999999999,56,52.67,55.27,Medium Risk,13.27,Improving
S4432,12,6.0,83,No,No,92,85,40,76,100.0,83,72.33,85.53,Low Risk,9.53,Improving
S4433,10,5.0,95,No,No,40,71,51,90,100.0,95,54.0,80.6,Low Risk,-9.4,Declining
S4434,12,3.5,66,No,No,93,100,67,44,87.5,66,86.67,82.87,Low Risk,38.87,Improving
S4435,11,5.3,66,Yes,Yes,53,39,94,65,100.0,66,62.0,78.0,Low Risk,13.0,Improving
S4436,12,6.0,75,Yes,No,42,84,78,48,100.0,75,68.0,82.2,Low Risk,34.2,Improving
S4437,12,3.7,51,Yes,No,80,52,56,71,92.5,51,62.67,72.27,Low Risk,1.27,Stable
S4438,12,0.6,79,Yes,No,37,57,79,72,15.0,79,57.67,44.87,High Risk,-27.13,Declining
S4439,11,5.6,55,No,No,35,38,78,69,100.0,55,50.33,71.13,Low Risk,2.13,Stable
S4440,9,5.3,99,No,No,53,79,93,76,100.0,99,75.0,89.8,Low Risk,13.8,Improving
S4441,9,4.3,63,No,Yes,55,69,63,86,100.0,63,62.33,77.53,Low Risk,-8.47,Declining
S4442,11,1.8,56,Yes,Yes,55,99,62,40,45.0,56,72.0,58.0,Medium Risk,18.0,Improving
S4443,11,1.2,65,Yes,Yes,86,58,63,92,30.0,65,69.0,52.6,Medium Risk,-39.4,Declining
S4444,11,3.7,99,Yes,Yes,36,40,83,41,92.5,99,53.0,78.0,Low Risk,37.0,Improving
S4445,9,1.5,100,Yes,No,67,48,91,66,37.5,100,68.67,62.47,Medium Risk,-3.53,Stable
S4446,10,3.9,79,No,Yes,42,94,41,51,97.5,79,59.0,78.4,Low Risk,27.4,Improving
S4447,10,5.3,50,No,Yes,60,64,99,71,100.0,50,74.33,79.73,Low Risk,8.73,Improving
S4448,12,2.9,50,No,No,61,69,79,47,72.5,50,69.67,66.87,Low Risk,19.87,Improving
S4449,10,2.8,55,No,No,49,94,71,59,70.0,55,71.33,67.53,Low Risk,8.53,Improving
S4450,11,3.7,84,No,Yes,36,99,37,93,92.5,84,57.33,76.73,Low Risk,-16.27,Declining
S4451,12,2.1,58,No,Yes,87,74,91,93,52.5,58,84.0,66.2,Low Risk,-26.8,Declining
S4452,10,0.7,80,Yes,No,48,77,52,76,17.5,80,59.0,46.6,Medium Risk,-29.4,Declining
S4453,9,1.0,73,Yes,Yes,94,62,100,83,25.0,73,85.33,58.73,Medium Risk,-24.27,Declining
S4454,11,0.6,100,No,Yes,69,54,55,71,15.0,100,59.33,49.73,Medium Risk,-21.27,Declining
S4455,11,1.5,56,No,Yes,99,95,92,42,37.5,56,95.33,64.33,Medium Risk,22.33,Improving
S4456,12,2.7,98,No,Yes,70,50,65,52,67.5,98,61.67,71.27,Low Risk,19.27,Improving
S4457,11,2.0,86,Yes,Yes,85,86,97,56,50.0,86,89.33,72.93,Low Risk,16.93,Improving
S4458,12,4.8,60,No,No,61,44,68,89,100.0,60,57.67,75.07,Low Risk,-13.93,Declining
S4459,11,2.5,53,Yes,No,89,74,51,89,62.5,53,71.33,64.13,Medium Risk,-24.87,Declining
S4460,10,5.2,83,No,No,46,69,79,54,100.0,83,64.67,82.47,Low Risk,28.47,Improving
S4461,9,0.6,64,Yes,Yes,57,84,58,93,15.0,64,66.33,45.33,Medium Risk,-47.67,Declining
S4462,9,4.7,82,Yes,No,57,60,43,61,100.0,82,53.33,77.73,Low Risk,16.73,Improving
S4463,9,3.5,84,No,No,64,54,95,64,87.5,84,71.0,80.2,Low Risk,16.2,Improving
S4464,9,5.6,94,No,Yes,67,65,92,95,100.0,94,74.67,88.67,Low Risk,-6.33,Declining
S4465,10,1.4,91,Yes,No,49,52,81,62,35.0,91,60.67,56.47,Medium Risk,-5.53,Declining
S4466,11,1.1,97,Yes,No,90,39,47,46,27.500000000000004,97,58.67,53.87,Medium Risk,7.87,Improving
S4467,11,4.6,76,Yes,No,87,94,60,52,100.0,76,80.33,87.33,Low Risk,35.33,Improving
S4468,11,3.0,74,Yes,Yes,93,96,59,48,75.0,74,82.67,77.87,Low Risk,29.87,Improving
S4469,9,1.7,57,No,No,63,94,79,54,42.5,57,78.67,59.87,Medium Risk,5.87,Improving
S4470,11,5.4,67,Yes,No,80,37,46,88,100.0,67,54.33,75.13,Low Risk,-12.87,Declining
S4471,9,3.6,86,No,Yes,39,39,82,44,90.0,86,53.33,74.53,Low Risk,30.53,Improving
S4472,10,1.6,56,No,No,50,47,97,53,40.0,56,64.67,53.07,Medium Risk,0.07,Stable
S4473,9,1.4,50,No,Yes,55,41,55,87,35.0,50,50.33,44.13,High Risk,-42.87,Declining
S4474,12,1.6,72,Yes,Yes,76,50,91,72,40.0,72,72.33,59.33,Medium Risk,-12.67,Declining
S4475,9,3.2,72,No,No,50,97,53,64,80.0,72,66.67,73.07,Low Risk,9.07,Improving
S4476,9,5.3,73,Yes,Yes,52,82,82,95,100.0,73,72.0,83.4,Low Risk,-11.6,Declining
S4477,11,6.0,58,No,Yes,59,59,67,50,100.0,58,61.67,76.27,Low Risk,26.27,Improving
S4478,11,1.7,72,Yes,Yes,65,47,54,44,42.5,72,55.33,53.53,Medium Risk,9.53,Improving
S4479,12,3.8,77,Yes,No,83,39,93,51,95.0,77,71.67,82.07,Low Risk,31.07,Improving
S4480,11,2.0,84,No,Yes,85,61,95,77,50.0,84,80.33,68.93,Low Risk,-8.07,Declining
S4481,9,5.0,97,Yes,Yes,41,82,60,71,100.0,97,61.0,83.8,Low Risk,12.8,Improving
S4482,11,3.9,85,Yes,No,53,41,75,50,97.5,85,56.33,78.53,Low Risk,28.53,Improving
S4483,10,0.8,59,Yes,No,72,72,85,61,20.0,59,76.33,50.33,Medium Risk,-10.67,Declining
S4484,12,4.5,89,Yes,Yes,77,67,95,69,100.0,89,79.67,89.67,Low Risk,20.67,Improving
S4485,12,1.2,84,Yes,Yes,87,57,78,84,30.0,84,74.0,58.4,Medium Risk,-25.6,Declining
S4486,11,2.1,97,Yes,No,39,42,56,63,52.5,97,45.67,58.67,Medium Risk,-4.33,Stable
S4487,9,1.3,59,Yes,No,71,46,66,61,32.5,59,61.0,49.2,Medium Risk,-11.8,Declining
S4488,9,4.0,72,No,Yes,40,71,43,71,100.0,72,51.33,74.93,Low Risk,3.93,Stable
S4489,11,4.2,64,Yes,Yes,49,49,63,50,100.0,64,53.67,74.27,Low Risk,24.27,Improving
S4490,9,1.1,53,Yes,Yes,55,78,72,87,27.500000000000004,53,68.33,48.93,Medium Risk,-38.07,Declining
S4491,10,3.7,75,No,Yes,80,74,99,62,92.5,75,84.33,85.73,Low Risk,23.73,Improving
S4492,9,2.7,68,Yes,No,70,93,89,64,67.5,68,84.0,74.2,Low Risk,10.2,Improving
S4493,11,4.1,65,Yes,Yes,87,82,35,61,100.0,65,68.0,80.2,Low Risk,19.2,Improving
S4494,12,5.7,50,Yes,Yes,45,50,61,71,100.0,50,52.0,70.8,Low Risk,-0.2,Stable
S4495,11,5.8,88,No,No,94,83,36,65,100.0,88,71.0,86.0,Low Risk,21.0,Improving
S4496,9,2.6,50,Yes,No,99,46,85,66,65.0,50,76.67,66.67,Low Risk,0.67,Stable
S4497,9,0.8,58,Yes,No,44,41,78,84,20.0,58,54.33,41.33,High Risk,-42.67,Declining
S4498,9,2.8,71,No,No,86,58,97,46,70.0,71,80.33,74.33,Low Risk,28.33,Improving
S4499,12,2.4,95,No,No,64,67,37,41,60.0,95,56.0,65.4,Low Risk,24.4,Improving
S4500,11,1.3,88,No,Yes,54,77,48,51,32.5,88,59.67,54.47,Medium Risk,3.47,Stable
S4501,10,4.9,98,No,No,79,89,84,73,100.0,98,84.0,93.2,Low Risk,20.2,Improving
S4502,12,2.3,76,No,Yes,50,50,70,55,57.49999999999999,76,56.67,60.87,Medium Risk,5.87,Improving
S4503,10,3.3,94,Yes,Yes,69,88,65,89,82.5,94,74.0,81.4,Low Risk,-7.6,Declining
S4504,10,1.5,62,Yes,No,70,79,70,70,37.5,62,73.0,56.6,Medium Risk,-13.4,Declining
S4505,11,1.1,59,Yes,No,100,99,89,83,27.500000000000004,59,96.0,61.2,Medium Risk,-21.8,Declining
S4506,12,0.9,92,Yes,No,71,38,78,70,22.5,92,62.33,52.33,Medium Risk,-17.67,Declining
S4507,12,1.6,94,Yes,Yes,55,79,56,43,40.0,94,63.33,60.13,Medium Risk,17.13,Improving
S4508,11,2.6,98,Yes,Yes,74,76,80,86,65.0,98,76.67,76.27,Low Risk,-9.73,Declining
S4509,12,2.7,68,No,No,40,71,51,60,67.5,68,54.0,62.2,Medium Risk,2.2,Stable
S4510,10,5.0,60,Yes,Yes,88,46,49,52,100.0,60,61.0,76.4,Low Risk,24.4,Improving
S4511,12,0.9,82,No,Yes,51,94,59,86,22.5,82,68.0,52.6,Medium Risk,-33.4,Declining
S4512,9,5.5,72,No,No,93,91,77,63,100.0,72,87.0,89.2,Low Risk,26.2,Improving
S4513,10,2.6,68,Yes,Yes,86,93,81,65,65.0,68,86.67,74.27,Low Risk,9.27,Improving
S4514,11,1.9,77,No,Yes,99,79,91,73,47.5,77,89.67,70.27,Low Risk,-2.73,Stable
S4515,9,5.5,99,Yes,No,45,72,54,45,100.0,99,57.0,82.6,Low Risk,37.6,Improving
S4516,12,1.5,67,No,No,82,75,96,86,37.5,67,84.33,62.13,Medium Risk,-23.87,Declining
S4517,11,3.3,95,Yes,No,80,55,73,67,82.5,95,69.33,79.73,Low Risk,12.73,Improving
S4518,12,1.0,69,No,No,45,56,55,94,25.0,69,52.0,44.6,High Risk,-49.4,Declining
S4519,12,3.0,50,Yes,Yes,55,87,46,42,75.0,50,62.67,65.07,Low Risk,23.07,Improving
S4520,12,2.5,98,Yes,Yes,76,61,45,43,62.5,98,60.67,68.87,Low Risk,25.87,Improving
S4521,11,5.8,60,No,No,73,95,86,62,100.0,60,84.67,85.87,Low Risk,23.87,Improving
S4522,10,0.6,96,No,Yes,79,83,44,86,15.0,96,68.67,52.67,Medium Risk,-33.33,Declining
S4523,12,5.3,55,Yes,Yes,47,61,68,86,100.0,55,58.67,74.47,Low Risk,-11.53,Declining
S4524,10,0.5,64,Yes,No,64,99,49,88,12.5,64,70.67,46.07,Medium Risk,-41.93,Declining
S4525,10,2.2,90,No,Yes,59,68,42,73,55.00000000000001,90,56.33,62.53,Medium Risk,-10.47,Declining
S4526,10,3.5,58,No,No,51,68,55,90,87.5,58,58.0,69.8,Low Risk,-20.2,Declining
S4527,10,5.8,83,Yes,Yes,45,45,54,52,100.0,83,48.0,75.8,Low Risk,23.8,Improving
S4528,9,2.6,93,No,No,50,40,48,82,65.0,93,46.0,63.0,Medium Risk,-19.0,Declining
S4529,11,5.4,56,No,Yes,61,38,48,66,100.0,56,49.0,70.8,Low Risk,4.8,Stable
S4530,9,1.0,85,Yes,Yes,86,42,66,65,25.0,85,64.67,52.87,Medium Risk,-12.13,Declining
S4531,9,2.2,78,No,No,51,46,90,50,55.00000000000001,78,62.33,62.53,Medium Risk,12.53,Improving
S4532,10,4.7,92,No,Yes,71,59,53,44,100.0,92,61.0,82.8,Low Risk,38.8,Improving
S4533,9,2.0,95,Yes,Yes,72,52,75,71,50.0,95,66.33,65.53,Low Risk,-5.47,Declining
S4534,10,5.8,91,No,No,65,94,56,60,100.0,91,71.67,86.87,Low Risk,26.87,Improving
S4535,11,2.2,67,No,Yes,50,78,97,55,55.00000000000001,67,75.0,65.4,Low Risk,10.4,Improving
S4536,10,2.0,69,Yes,No,58,43,36,78,50.0,69,45.67,52.07,Medium Risk,-25.93,Declining
S4537,10,3.6,82,Yes,No,98,48,91,85,90.0,82,79.0,84.0,Low Risk,-1.0,Stable
S4538,11,4.0,83,No,Yes,49,71,83,54,100.0,83,67.67,83.67,Low Risk,29.67,Improving
S4539,9,1.7,61,No,Yes,71,67,48,56,42.5,61,62.0,54.0,Medium Risk,-2.0,Stable
S4540,11,3.0,76,No,Yes,92,82,41,47,75.0,76,71.67,73.87,Low Risk,26.87,Improving
S4541,10,1.9,56,No,No,79,81,60,62,47.5,56,73.33,59.53,Medium Risk,-2.47,Stable
S4542,11,4.7,63,Yes,Yes,59,57,88,40,100.0,63,68.0,79.8,Low Risk,39.8,Improving
S4543,9,0.6,56,No,Yes,76,92,49,79,15.0,56,72.33,46.13,Medium Risk,-32.87,Declining
S4544,12,0.9,63,No,No,100,58,93,56,22.5,63,83.67,55.07,Medium Risk,-0.93,Stable
S4545,10,1.3,97,Yes,No,80,94,90,58,32.5,97,88.0,67.6,Low Risk,9.6,Improving
S4546,11,5.8,96,No,No,58,62,79,62,100.0,96,66.33,85.73,Low Risk,23.73,Improving
S4547,9,5.6,57,Yes,No,93,52,77,61,100.0,57,74.0,81.0,Low Risk,20.0,Improving
S4548,12,3.0,92,Yes,Yes,42,42,73,75,75.0,92,52.33,69.33,Low Risk,-5.67,Declining
S4549,9,4.8,93,Yes,Yes,78,54,75,85,100.0,93,69.0,86.2,Low Risk,1.2,Stable
S4550,10,5.7,64,No,No,94,50,98,43,100.0,64,80.67,85.07,Low Risk,42.07,Improving
S4551,12,3.5,66,No,No,43,37,73,77,87.5,66,51.0,68.6,Low Risk,-8.4,Declining
S4552,10,2.3,82,Yes,No,40,83,99,66,57.49999999999999,82,74.0,69.0,Low Risk,3.0,Stable
S4553,10,0.6,90,Yes,Yes,47,80,40,87,15.0,90,55.67,46.27,Medium Risk,-40.73,Declining
S4554,11,3.8,95,Yes,Yes,50,66,43,91,95.0,95,53.0,78.2,Low Risk,-12.8,Declining
S4555,11,5.0,85,Yes,No,72,36,47,85,100.0,85,51.67,77.67,Low Risk,-7.33,Declining
S4556,11,4.8,92,No,Yes,88,41,99,89,100.0,92,76.0,88.8,Low Risk,-0.2,Stable
S4557,11,4.4,98,No,Yes,41,95,50,45,100.0,98,62.0,84.4,Low Risk,39.4,Improving
S4558,12,1.9,96,Yes,Yes,39,91,46,78,47.5,96,58.67,61.67,Medium Risk,-16.33,Declining
S4559,11,2.4,72,Yes,No,41,48,77,93,60.0,72,55.33,60.53,Medium Risk,-32.47,Declining
S4560,11,2.7,58,Yes,No,61,86,85,80,67.5,58,77.33,69.53,Low Risk,-10.47,Declining
S4561,9,4.8,85,Yes,No,56,94,79,90,100.0,85,76.33,87.53,Low Risk,-2.47,Stable
S4562,11,4.7,62,Yes,No,66,51,41,50,100.0,62,52.67,73.47,Low Risk,23.47,Improving
S4563,12,3.7,98,Yes,Yes,79,78,85,68,92.5,98,80.67,88.87,Low Risk,20.87,Improving
S4564,11,2.1,65,Yes,Yes,80,85,66,68,52.5,65,77.0,64.8,Medium Risk,-3.2,Stable
S4565,11,5.0,73,Yes,No,40,72,53,77,100.0,73,55.0,76.6,Low Risk,-0.4,Stable
S4566,11,1.0,75,Yes,No,95,97,66,50,25.0,75,86.0,59.4,Medium Risk,9.4,Improving
S4567,9,4.9,70,No,Yes,79,75,37,54,100.0,70,63.67,79.47,Low Risk,25.47,Improving
S4568,12,1.5,51,No,Yes,45,66,65,82,37.5,51,58.67,48.67,Medium Risk,-33.33,Declining
S4569,10,1.9,83,Yes,No,87,69,87,92,47.5,83,81.0,68.0,Low Risk,-24.0,Declining
S4570,10,5.5,82,Yes,No,61,80,47,56,100.0,82,62.67,81.47,Low Risk,25.47,Improving
S4571,12,6.0,80,Yes,Yes,44,69,99,77,100.0,80,70.67,84.27,Low Risk,7.27,Improving
S4572,9,5.6,81,No,No,86,79,53,93,100.0,81,72.67,85.27,Low Risk,-7.73,Declining
S4573,10,3.2,98,No,No,40,81,46,91,80.0,98,55.67,73.87,Low Risk,-17.13,Declining
S4574,11,5.0,61,Yes,Yes,96,80,81,80,100.0,61,85.67,86.47,Low Risk,6.47,Improving
S4575,11,0.8,72,Yes,Yes,35,51,94,73,20.0,72,60.0,46.4,Medium Risk,-26.6,Declining
S4576,12,1.2,86,Yes,Yes,60,68,86,94,30.0,86,71.33,57.73,Medium Risk,-36.27,Declining
S4577,11,3.0,87,No,Yes,44,96,74,51,75.0,87,71.33,75.93,Low Risk,24.93,Improving
S4578,10,4.7,53,Yes,Yes,69,51,76,67,100.0,53,65.33,76.73,Low Risk,9.73,Improving
S4579,10,5.0,95,Yes,No,46,70,77,46,100.0,95,64.33,84.73,Low Risk,38.73,Improving
S4580,12,2.0,71,Yes,Yes,73,73,90,69,50.0,71,78.67,65.67,Low Risk,-3.33,Stable
S4581,11,2.7,59,Yes,No,38,94,65,47,67.5,59,65.67,65.07,Low Risk,18.07,Improving
S4582,9,3.3,94,Yes,Yes,60,90,92,43,82.5,94,80.67,84.07,Low Risk,41.07,Improving
S4583,9,2.1,80,No,No,35,91,37,93,52.5,80,54.33,58.73,Medium Risk,-34.27,Declining
S4584,9,2.3,99,Yes,Yes,68,35,73,64,57.49999999999999,99,58.67,66.27,Low Risk,2.27,Stable
S4585,10,2.5,57,Yes,No,99,67,56,68,62.5,57,74.0,66.0,Low Risk,-2.0,Stable
S4586,11,5.5,96,Yes,No,48,97,46,46,100.0,96,63.67,84.67,Low Risk,38.67,Improving
S4587,10,0.7,78,No,Yes,50,36,67,50,17.5,78,51.0,43.0,High Risk,-7.0,Declining
S4588,11,1.4,87,No,No,59,95,78,77,35.0,87,77.33,62.33,Medium Risk,-14.67,Declining
S4589,11,2.6,73,No,No,66,66,56,42,65.0,73,62.67,65.67,Low Risk,23.67,Improving
S4590,9,5.0,79,Yes,Yes,64,70,71,94,100.0,79,68.33,83.13,Low Risk,-10.87,Declining
S4591,9,5.1,87,No,No,94,42,38,94,100.0,87,58.0,80.6,Low Risk,-13.4,Declining
S4592,9,0.8,65,No,No,78,99,80,95,20.0,65,85.67,55.27,Medium Risk,-39.73,Declining
S4593,9,2.4,87,No,Yes,37,72,62,84,60.0,87,57.0,64.2,Medium Risk,-19.8,Declining
S4594,12,5.9,65,No,Yes,98,37,92,82,100.0,65,75.67,83.27,Low Risk,1.27,Stable
S4595,9,1.4,68,No,No,65,58,42,77,35.0,68,55.0,49.6,Medium Risk,-27.4,Declining
S4596,10,3.9,51,No,No,77,58,39,46,97.5,51,58.0,72.4,Low Risk,26.4,Improving
S4597,9,2.8,77,No,Yes,62,94,87,83,70.0,77,81.0,75.8,Low Risk,-7.2,Declining
S4598,9,3.2,96,Yes,Yes,54,90,95,69,80.0,96,79.67,83.07,Low Risk,14.07,Improving
S4599,12,4.5,81,No,No,43,40,55,70,100.0,81,46.0,74.6,Low Risk,4.6,Stable
S4600,10,3.0,86,No,No,92,47,100,64,75.0,86,79.67,79.07,Low Risk,15.07,Improving
S4601,10,4.0,77,No,Yes,49,98,88,90,100.0,77,78.33,86.73,Low Risk,-3.27,Stable
S4602,11,5.4,62,No,Yes,71,38,58,94,100.0,62,55.67,74.67,Low Risk,-19.33,Declining
S4603,9,4.8,90,Yes,Yes,78,66,42,64,100.0,90,62.0,82.8,Low Risk,18.8,Improving
S4604,12,1.5,73,No,Yes,68,77,35,53,37.5,73,60.0,53.6,Medium Risk,0.6,Stable
S4605,11,2.4,71,No,Yes,89,75,85,72,60.0,71,83.0,71.4,Low Risk,-0.6,Stable
S4606,9,4.2,82,Yes,No,84,41,37,80,100.0,82,54.0,78.0,Low Risk,-2.0,Stable
S4607,9,5.8,66,No,Yes,66,49,37,72,100.0,66,50.67,73.47,Low Risk,1.47,Stable
S4608,11,4.3,90,No,No,61,46,42,91,100.0,90,49.67,77.87,Low Risk,-13.13,Declining
S4609,10,3.3,66,Yes,Yes,52,95,37,89,82.5,66,61.33,70.73,Low Risk,-18.27,Declining
S4610,10,5.8,77,No,No,63,75,49,41,100.0,77,62.33,80.33,Low Risk,39.33,Improving
S4611,10,5.5,69,No,No,72,88,88,56,100.0,69,82.67,86.87,Low Risk,30.87,Improving
S4612,11,3.1,56,Yes,Yes,66,78,75,87,77.5,56,73.0,71.4,Low Risk,-15.6,Declining
S4613,11,2.5,96,No,No,56,39,45,83,62.5,96,46.67,62.87,Medium Risk,-20.13,Declining
S4614,12,0.9,92,No,Yes,36,69,61,87,22.5,92,55.33,49.53,Medium Risk,-37.47,Declining
S4615,9,2.7,83,Yes,No,74,47,43,94,67.5,83,54.67,65.47,Low Risk,-28.53,Declining
S4616,11,5.8,88,Yes,Yes,41,57,49,59,100.0,88,49.0,77.2,Low Risk,18.2,Improving
S4617,9,4.3,86,No,Yes,70,100,52,87,100.0,86,74.0,86.8,Low Risk,-0.2,Stable
S4618,9,5.7,90,No,No,93,95,90,87,100.0,90,92.67,95.07,Low Risk,8.07,Improving
S4619,11,5.6,100,No,Yes,96,46,67,72,100.0,100,69.67,87.87,Low Risk,15.87,Improving
S4620,12,4.6,90,No,Yes,49,67,79,62,100.0,90,65.0,84.0,Low Risk,22.0,Improving
S4621,9,2.6,69,Yes,No,83,66,41,51,65.0,69,63.33,65.13,Low Risk,14.13,Improving
S4622,11,3.9,82,Yes,No,61,80,58,58,97.5,82,66.33,81.93,Low Risk,23.93,Improving
S4623,10,1.5,74,No,No,61,76,44,56,37.5,74,60.33,53.93,Medium Risk,-2.07,Stable
S4624,9,3.5,94,No,No,90,77,94,64,87.5,94,87.0,88.6,Low Risk,24.6,Improving
S4625,12,2.7,68,No,Yes,77,83,63,57,67.5,68,74.33,70.33,Low Risk,13.33,Improving
S4626,12,5.6,97,No,No,61,71,98,73,100.0,97,76.67,90.07,Low Risk,17.07,Improving
S4627,11,3.0,75,No,Yes,98,42,94,78,75.0,75,78.0,76.2,Low Risk,-1.8,Stable
S4628,10,1.2,55,Yes,No,74,97,67,46,30.0,55,79.33,54.73,Medium Risk,8.73,Improving
S4629,12,0.9,52,No,No,43,45,68,41,22.5,52,52.0,40.2,High Risk,-0.8,Stable
S4630,10,4.1,92,No,Yes,76,49,36,79,100.0,92,53.67,79.87,Low Risk,0.87,Stable
S4631,10,4.5,77,No,Yes,83,53,41,71,100.0,77,59.0,79.0,Low Risk,8.0,Improving
S4632,10,3.6,64,No,No,45,61,92,84,90.0,64,66.0,75.2,Low Risk,-8.8,Declining
S4633,12,3.9,95,Yes,No,69,53,52,60,97.5,95,58.0,81.2,Low Risk,21.2,Improving
S4634,10,2.6,54,Yes,Yes,42,85,98,83,65.0,54,75.0,66.8,Low Risk,-16.2,Declining
S4635,11,4.8,86,No,No,64,91,93,61,100.0,86,82.67,90.27,Low Risk,29.27,Improving
S4636,10,5.3,59,No,No,79,43,39,92,100.0,59,53.67,73.27,Low Risk,-18.73,Declining
S4637,12,3.7,75,No,No,68,64,56,43,92.5,75,62.67,77.07,Low Risk,34.07,Improving
S4638,10,3.7,54,No,No,54,57,58,63,92.5,54,56.33,70.33,Low Risk,7.33,Improving
S4639,11,2.0,61,Yes,Yes,75,66,75,82,50.0,61,72.0,61.0,Medium Risk,-21.0,Declining
S4640,10,1.3,64,No,No,86,48,68,47,32.5,64,67.33,52.73,Medium Risk,5.73,Improving
S4641,12,1.3,96,No,No,40,42,65,88,32.5,96,49.0,51.8,Medium Risk,-36.2,Declining
S4642,12,4.4,84,No,Yes,85,67,70,48,100.0,84,74.0,86.4,Low Risk,38.4,Improving
S4643,9,5.8,82,Yes,Yes,86,43,92,94,100.0,82,73.67,85.87,Low Risk,-8.13,Declining
S4644,9,2.0,76,No,Yes,39,61,63,53,50.0,76,54.33,56.93,Medium Risk,3.93,Stable
S4645,11,2.9,70,Yes,Yes,45,99,61,53,72.5,70,68.33,70.33,Low Risk,17.33,Improving
S4646,11,1.4,60,No,Yes,52,76,40,82,35.0,60,56.0,48.4,Medium Risk,-33.6,Declining
S4647,10,0.9,89,No,No,43,43,87,45,22.5,89,57.67,49.87,Medium Risk,4.87,Stable
S4648,11,4.2,60,Yes,Yes,80,49,43,87,100.0,60,57.33,74.93,Low Risk,-12.07,Declining
S4649,10,4.5,95,No,No,39,85,64,80,100.0,95,62.67,84.07,Low Risk,4.07,Stable
S4650,12,3.7,86,Yes,No,80,45,41,59,92.5,86,55.33,76.33,Low Risk,17.33,Improving
S4651,10,4.2,90,Yes,No,42,75,55,67,100.0,90,57.33,80.93,Low Risk,13.93,Improving
S4652,9,5.8,99,Yes,No,43,55,66,81,100.0,99,54.67,81.67,Low Risk,0.67,Stable
S4653,10,3.4,60,Yes,Yes,67,84,51,93,85.0,60,67.33,72.93,Low Risk,-20.07,Declining
S4654,11,2.9,70,No,Yes,69,35,61,68,72.5,70,55.0,65.0,Low Risk,-3.0,Stable
S4655,10,4.5,61,No,No,46,88,93,51,100.0,61,75.67,82.47,Low Risk,31.47,Improving
S4656,12,2.1,84,Yes,No,81,74,74,61,52.5,84,76.33,68.33,Low Risk,7.33,Improving
S4657,9,4.1,91,Yes,Yes,51,36,50,75,100.0,91,45.67,76.47,Low Risk,1.47,Stable
S4658,12,6.0,57,Yes,No,83,63,96,63,100.0,57,80.67,83.67,Low Risk,20.67,Improving
S4659,10,2.9,88,Yes,Yes,91,82,88,87,72.5,88,87.0,81.4,Low Risk,-5.6,Declining
S4660,10,3.2,65,No,No,63,46,85,64,80.0,65,64.67,70.87,Low Risk,6.87,Improving
S4661,9,2.2,70,Yes,No,72,69,62,64,55.00000000000001,70,67.67,63.07,Medium Risk,-0.93,Stable
